Gestion;2014;;;;;;;;;;;;;;;;;;;
Type budget;Budget général;;;;;;;;;;;;;;;;;;;
;;;;;Données;;;;;;;;;;;;;;;
Pouvoirs publics;541;02;;Soutien autre que COPERNIC;17 857 000;18 569 000;0;18 569 000;17 857 000;18 569 000;0;18 569 000;;;;;;;;
Pouvoirs publics;542;01;;Soutien autre que COPERNIC;0;0;0;0;0;0;0;0;;;;;;;;
Provisions;551;01;;Soutien autre que COPERNIC;0;0;0;0;0;0;0;0;;;;;;;;
Provisions;552;01;;Soutien autre que COPERNIC;334 150 749;455 602 418;0;455 602 418;34 150 749;155 602 418;0;155 602 418;;;;;;;;
Recherche et enseignement supérieur;142;01;;Soutien autre que COPERNIC;359 397 111;276 554 554;0;276 554 554;272 437 111;276 554 554;0;276 554 554;;;;;;;;
Recherche et enseignement supérieur;142;02;;Soutien autre que COPERNIC;36 036 648;35 886 648;0;35 886 648;36 036 648;35 886 648;0;35 886 648;;;;;;;;
Recherche et enseignement supérieur;150;01;;Soutien autre que COPERNIC;2 776 221 608;2 842 803 786;0;2 842 803 786;2 776 221 608;2 842 803 786;0;2 842 803 786;;;;;;;;
Recherche et enseignement supérieur;150;02;;Soutien autre que COPERNIC;2 365 983 327;2 375 770 047;0;2 375 770 047;2 365 983 327;2 375 770 047;0;2 375 770 047;;;;;;;;
Recherche et enseignement supérieur;150;03;;Soutien autre que COPERNIC;352 970 577;353 674 136;0;353 674 136;352 970 577;353 674 136;0;353 674 136;;;;;;;;
Recherche et enseignement supérieur;150;04;;Soutien autre que COPERNIC;84 485 852;79 595 852;0;79 595 852;84 485 852;79 595 852;0;79 595 852;;;;;;;;
Recherche et enseignement supérieur;150;05;;Soutien autre que COPERNIC;433 829 413;433 531 960;0;433 531 960;433 829 413;433 531 960;0;433 531 960;;;;;;;;
Recherche et enseignement supérieur;150;06;;Soutien autre que COPERNIC;769 836 833;770 713 805;0;770 713 805;769 836 833;770 713 805;0;770 713 805;;;;;;;;
Recherche et enseignement supérieur;150;07;;Soutien autre que COPERNIC;370 123 566;370 334 171;0;370 334 171;370 123 566;370 334 171;0;370 334 171;;;;;;;;
Recherche et enseignement supérieur;150;08;;Soutien autre que COPERNIC;548 737 063;549 200 580;0;549 200 580;548 737 063;549 200 580;0;549 200 580;;;;;;;;
Recherche et enseignement supérieur;150;09;;Soutien autre que COPERNIC;13 320 914;13 360 620;0;13 360 620;13 320 914;13 360 620;0;13 360 620;;;;;;;;
Recherche et enseignement supérieur;150;10;;Soutien autre que COPERNIC;166 019 666;165 819 865;0;165 819 865;166 019 666;165 819 865;0;165 819 865;;;;;;;;
Recherche et enseignement supérieur;150;11;;Soutien autre que COPERNIC;976 120 101;985 124 415;0;985 124 415;976 120 101;985 124 415;0;985 124 415;;;;;;;;
Recherche et enseignement supérieur;150;12;;Soutien autre que COPERNIC;931 644 179;925 500 778;0;925 500 778;931 644 179;925 500 778;0;925 500 778;;;;;;;;
Recherche et enseignement supérieur;150;13;;Soutien autre que COPERNIC;109 584 132;107 930 191;0;107 930 191;109 584 132;107 930 191;0;107 930 191;;;;;;;;
Recherche et enseignement supérieur;150;14;;Soutien autre que COPERNIC;1 308 550 025;1 079 144 924;0;1 079 144 924;1 352 136 303;1 323 466 591;0;1 323 466 591;;;;;;;;
Recherche et enseignement supérieur;150;15;;Soutien autre que COPERNIC;1 502 398 115;1 506 392 393;0;1 506 392 393;1 502 398 115;1 506 392 393;0;1 506 392 393;;;;;;;;
Recherche et enseignement supérieur;172;01;;Soutien autre que COPERNIC;151 697 613;146 743 443;0;146 743 443;151 697 613;146 743 443;0;146 743 443;;;;;;;;
Recherche et enseignement supérieur;172;02;;Soutien autre que COPERNIC;686 654 491;605 154 491;0;605 154 491;686 654 491;605 154 491;0;605 154 491;;;;;;;;
Recherche et enseignement supérieur;172;05;;Soutien autre que COPERNIC;1 220 908 022;1 217 918 845;0;1 217 918 845;1 220 908 022;1 217 918 845;0;1 217 918 845;;;;;;;;
Recherche et enseignement supérieur;172;06;;Soutien autre que COPERNIC;524 798 481;522 619 720;0;522 619 720;524 798 481;522 619 720;0;522 619 720;;;;;;;;
Recherche et enseignement supérieur;172;07;;Soutien autre que COPERNIC;673 309 734;674 992 894;0;674 992 894;673 309 734;674 992 894;0;674 992 894;;;;;;;;
Recherche et enseignement supérieur;172;08;;Soutien autre que COPERNIC;344 008 799;343 074 432;0;343 074 432;344 008 799;343 074 432;0;343 074 432;;;;;;;;
Recherche et enseignement supérieur;172;09;;Soutien autre que COPERNIC;314 192 205;313 101 494;0;313 101 494;314 192 205;313 101 494;0;313 101 494;;;;;;;;
Recherche et enseignement supérieur;172;10;;Soutien autre que COPERNIC;330 929 821;329 675 582;0;329 675 582;330 929 821;329 675 582;0;329 675 582;;;;;;;;
Recherche et enseignement supérieur;172;11;;Soutien autre que COPERNIC;62 706 000;62 420 918;0;62 420 918;62 706 000;62 420 918;0;62 420 918;;;;;;;;
Recherche et enseignement supérieur;172;12;;Soutien autre que COPERNIC;78 865 241;78 639 878;0;78 639 878;78 865 241;78 639 878;0;78 639 878;;;;;;;;
Recherche et enseignement supérieur;172;13;;Soutien autre que COPERNIC;244 246 000;242 393 000;0;242 393 000;244 246 000;242 393 000;0;242 393 000;;;;;;;;
Recherche et enseignement supérieur;172;14;;Soutien autre que COPERNIC;526 456 882;524 917 545;0;524 917 545;526 456 882;524 917 545;0;524 917 545;;;;;;;;
Recherche et enseignement supérieur;186;01;;Soutien autre que COPERNIC;8 741 649;8 737 650;0;8 737 650;8 741 649;8 737 650;0;8 737 650;;;;;;;;
Recherche et enseignement supérieur;186;03;;Soutien autre que COPERNIC;106 850 527;103 853 322;0;103 853 322;109 850 527;105 753 322;0;105 753 322;;;;;;;;
Recherche et enseignement supérieur;187;01;;Soutien autre que COPERNIC;282 051 181;280 507 145;0;280 507 145;282 051 181;280 507 145;0;280 507 145;;;;;;;;
Recherche et enseignement supérieur;187;02;;Soutien autre que COPERNIC;282 472 013;281 416 543;0;281 416 543;282 472 013;281 416 543;0;281 416 543;;;;;;;;
Recherche et enseignement supérieur;187;03;;Soutien autre que COPERNIC;89 827 753;89 288 148;0;89 288 148;89 827 753;89 288 148;0;89 288 148;;;;;;;;
Recherche et enseignement supérieur;187;04;;Soutien autre que COPERNIC;73 877 125;73 651 361;0;73 651 361;73 877 125;73 651 361;0;73 651 361;;;;;;;;
Recherche et enseignement supérieur;187;05;;Soutien autre que COPERNIC;175 148 805;174 347 131;0;174 347 131;175 148 805;174 347 131;0;174 347 131;;;;;;;;
Recherche et enseignement supérieur;187;06;;Soutien autre que COPERNIC;75 410 292;74 832 211;0;74 832 211;75 410 292;74 832 211;0;74 832 211;;;;;;;;
Recherche et enseignement supérieur;187;07;;Soutien autre que COPERNIC;47 651 000;49 504 000;0;49 504 000;47 651 000;49 504 000;0;49 504 000;;;;;;;;
Recherche et enseignement supérieur;187;08;;Soutien autre que COPERNIC;255 333 964;254 031 372;0;254 031 372;255 333 964;254 031 372;0;254 031 372;;;;;;;;
Recherche et enseignement supérieur;190;10;;Soutien autre que COPERNIC;668 100 000;659 100 000;0;659 100 000;668 100 000;659 100 000;0;659 100 000;;;;;;;;
Recherche et enseignement supérieur;190;10;01;Commissariat à l'énergie atomique et aux énergies alternatives (CEA);520 000 000;515 000 000;0;515 000 000;520 000 000;515 000 000;0;515 000 000;;;;;;;;
Recherche et enseignement supérieur;190;10;02;IFP Energies nouvelles (IFPEN);146 600 000;143 600 000;0;143 600 000;146 600 000;143 600 000;0;143 600 000;;;;;;;;
Recherche et enseignement supérieur;190;10;03;Gestion des matières et déchets radioactifs : CNE - reprise des sources;1 500 000;500 000;0;500 000;1 500 000;500 000;0;500 000;;;;;;;;
Recherche et enseignement supérieur;190;11;;Gestion des matières et déchets radioactifs : CNE - reprise des sources;214 588 070;193 278 767;0;193 278 767;214 588 070;193 278 767;0;193 278 767;;;;;;;;
Recherche et enseignement supérieur;190;11;01;Institut national de l'environnement industriel et des risques (INERIS);8 300 000;6 878 767;0;6 878 767;8 300 000;6 878 767;0;6 878 767;;;;;;;;
Recherche et enseignement supérieur;190;11;02;Institut de radioprotection et de sûreté nucléaire (IRSN);206 288 070;186 400 000;0;186 400 000;206 288 070;186 400 000;0;186 400 000;;;;;;;;
Recherche et enseignement supérieur;190;12;;Institut de radioprotection et de sûreté nucléaire (IRSN);112 410 000;110 376 399;0;110 376 399;112 410 000;110 376 399;0;110 376 399;;;;;;;;
Recherche et enseignement supérieur;190;12;01;Institut français des sciences et technologies des transports, de laménagement et des réseaux (IFSTTAR);89 500 000;88 376 399;0;88 376 399;89 500 000;88 376 399;0;88 376 399;;;;;;;;
Recherche et enseignement supérieur;190;12;03;Centre scientifique et technique du bâtiment (CSTB);22 910 000;22 000 000;0;22 000 000;22 910 000;22 000 000;0;22 000 000;;;;;;;;
Recherche et enseignement supérieur;190;13;;Centre scientifique et technique du bâtiment (CSTB);39 400 000;31 900 000;0;31 900 000;42 700 000;37 900 000;0;37 900 000;;;;;;;;
Recherche et enseignement supérieur;190;13;01;Agence nationale chargée de la sécurité sanitaire de l'alimentation, de l'environnement et du travail (ANSES);1 600 000;1 600 000;0;1 600 000;1 600 000;1 600 000;0;1 600 000;;;;;;;;
Recherche et enseignement supérieur;190;13;02;Agence de l'environnement et de la maîtrise de l'énergie (ADEME);28 300 000;26 300 000;0;26 300 000;28 300 000;26 300 000;0;26 300 000;;;;;;;;
Recherche et enseignement supérieur;190;13;03;Réseau de recherche sur les technologies pétrolières et gazières (RTPG);0;0;0;0;0;0;0;0;;;;;;;;
Recherche et enseignement supérieur;190;13;04;Recherche en matière de transport (PREDIT);2 260 107;951 623;0;951 623;2 982 547;2 294 776;0;2 294 776;;;;;;;;
Recherche et enseignement supérieur;190;13;05;Construction (PREBAT, C2D2, RGCU);1 085 107;456 887;0;456 887;1 286 859;1 010 152;0;1 010 152;;;;;;;;
Recherche et enseignement supérieur;190;13;06;Urbanisme et territoire (PUCA, MUTS);1 904 256;801 792;0;801 792;2 395 835;1 882 500;0;1 882 500;;;;;;;;
Recherche et enseignement supérieur;190;13;07;Changement global (GMES, adaptation au changement climatique);904 255;380 739;0;380 739;1 597 526;1 264 658;0;1 264 658;;;;;;;;
Recherche et enseignement supérieur;190;13;08;Risque, santé, environnement;1 803 190;759 238;0;759 238;1 773 270;1 396 255;0;1 396 255;;;;;;;;
Recherche et enseignement supérieur;190;13;09;Biodiversité;904 255;380 740;0;380 740;1 815 893;1 437 598;0;1 437 598;;;;;;;;
Recherche et enseignement supérieur;190;13;10;Innovation et prospective dans le domaine du développement et de l'aménagement durable;638 830;268 981;0;268 981;948 070;714 061;0;714 061;;;;;;;;
Recherche et enseignement supérieur;190;14;;Innovation et prospective dans le domaine du développement et de l'aménagement durable;132 500 000;83 850 000;0;83 850 000;91 200 000;87 850 000;0;87 850 000;;;;;;;;
Recherche et enseignement supérieur;190;14;01;Recherches en amont;59 872 000;59 872 000;0;59 872 000;65 572 000;63 872 000;0;63 872 000;;;;;;;;
Recherche et enseignement supérieur;190;14;02;Subventions à des organismes de recherche;128 000;128 000;0;128 000;128 000;128 000;0;128 000;;;;;;;;
Recherche et enseignement supérieur;190;14;03;Equipementier;22 500 000;23 850 000;0;23 850 000;25 500 000;23 850 000;0;23 850 000;;;;;;;;
Recherche et enseignement supérieur;190;14;04;Avions;50 000 000;0;0;0;0;0;0;0;;;;;;;;
Recherche et enseignement supérieur;190;14;05;Moteurs;0;0;0;0;0;0;0;0;;;;;;;;
Recherche et enseignement supérieur;190;14;06;Hélicoptères;0;0;0;0;0;0;0;0;;;;;;;;
Recherche et enseignement supérieur;190;15;;Hélicoptères;249 000 000;309 000 000;0;309 000 000;249 000 000;309 000 000;0;309 000 000;;;;;;;;
Recherche et enseignement supérieur;191;01;;Hélicoptères;11 808 299;11 808 299;0;11 808 299;11 808 299;11 808 299;0;11 808 299;;;;;;;;
Recherche et enseignement supérieur;191;02;;Hélicoptères;3 505 888;3 505 888;0;3 505 888;3 505 888;3 505 888;0;3 505 888;;;;;;;;
Recherche et enseignement supérieur;191;03;;Hélicoptères;158 862 924;159 416 714;0;159 416 714;158 862 924;159 416 714;0;159 416 714;;;;;;;;
Recherche et enseignement supérieur;191;04;;Hélicoptères;18 021 634;18 137 844;0;18 137 844;18 021 634;18 137 844;0;18 137 844;;;;;;;;
Recherche et enseignement supérieur;192;01;;Hélicoptères;305 664 356;305 681 508;0;305 681 508;305 704 356;305 681 508;0;305 681 508;;;;;;;;
Recherche et enseignement supérieur;192;02;;Hélicoptères;377 656 214;385 911 386;0;385 911 386;377 656 214;385 911 386;0;385 911 386;;;;;;;;
Recherche et enseignement supérieur;192;03;;Hélicoptères;265 389 112;279 210 000;0;279 210 000;322 362 445;300 343 253;0;300 343 253;;;;;;;;
Recherche et enseignement supérieur;193;01;;Hélicoptères;180 424 219;181 325 757;0;181 325 757;180 424 219;181 325 757;0;181 325 757;;;;;;;;
Recherche et enseignement supérieur;193;02;;Hélicoptères;277 871 918;277 760 003;0;277 760 003;277 871 918;277 760 003;0;277 760 003;;;;;;;;
Recherche et enseignement supérieur;193;03;;Hélicoptères;116 042 359;117 068 247;0;117 068 247;116 042 359;117 068 247;0;117 068 247;;;;;;;;
Recherche et enseignement supérieur;193;04;;Hélicoptères;503 596 950;507 849 719;0;507 849 719;503 596 950;507 849 719;0;507 849 719;;;;;;;;
Recherche et enseignement supérieur;193;05;;Hélicoptères;220 335 075;220 708 125;0;220 708 125;220 335 075;220 708 125;0;220 708 125;;;;;;;;
Recherche et enseignement supérieur;193;06;;Hélicoptères;84 051 686;83 827 856;0;83 827 856;84 051 686;83 827 856;0;83 827 856;;;;;;;;
Recherche et enseignement supérieur;193;07;;Hélicoptères;30 700 000;42 568 853;0;42 568 853;30 700 000;42 568 853;0;42 568 853;;;;;;;;
Recherche et enseignement supérieur;231;01;;Hélicoptères;1 895 395 872;2 053 219 957;0;2 053 219 957;1 895 395 872;2 053 219 957;0;2 053 219 957;;;;;;;;
Recherche et enseignement supérieur;231;02;;Hélicoptères;264 062 110;250 013 441;0;250 013 441;276 790 610;259 599 441;0;259 599 441;;;;;;;;
Recherche et enseignement supérieur;231;03;;Hélicoptères;62 620 651;62 269 151;0;62 269 151;62 620 651;62 269 151;0;62 269 151;;;;;;;;
Recherche et enseignement supérieur;231;04;;Hélicoptères;90 340 692;90 530 142;0;90 530 142;90 340 692;90 530 142;0;90 530 142;;;;;;;;
Recherche et enseignement supérieur;409;01;;Hélicoptères;0;365 000 000;0;365 000 000;0;365 000 000;0;365 000 000;;;;;;;;
Recherche et enseignement supérieur;409;02;;Hélicoptères;0;3 100 000 000;0;3 100 000 000;0;3 100 000 000;0;3 100 000 000;;;;;;;;
Recherche et enseignement supérieur;409;03;;Hélicoptères;0;150 000 000;0;150 000 000;0;150 000 000;0;150 000 000;;;;;;;;
Recherche et enseignement supérieur;409;04;;Hélicoptères;0;50 000 000;0;50 000 000;0;50 000 000;0;50 000 000;;;;;;;;
Recherche et enseignement supérieur;409;05;;Hélicoptères;0;400 000 000;0;400 000 000;0;400 000 000;0;400 000 000;;;;;;;;
Recherche et enseignement supérieur;409;06;;Hélicoptères;0;50 000 000;0;50 000 000;0;50 000 000;0;50 000 000;;;;;;;;
Recherche et enseignement supérieur;410;01;;Hélicoptères;0;1 220 000 000;0;1 220 000 000;0;1 220 000 000;0;1 220 000 000;;;;;;;;
Régimes sociaux et de retraite;195;01;;Hélicoptères;1 348 927 830;1 384 849 057;0;1 384 849 057;1 348 927 830;1 384 849 057;0;1 384 849 057;;;;;;;;
Régimes sociaux et de retraite;195;02;;Hélicoptères;165 510 000;168 017 175;0;168 017 175;165 510 000;168 017 175;0;168 017 175;;;;;;;;
Régimes sociaux et de retraite;195;03;;Hélicoptères;70 000;26 000;0;26 000;70 000;26 000;0;26 000;;;;;;;;
Régimes sociaux et de retraite;195;04;;Hélicoptères;3 900 000;3 400 000;0;3 400 000;3 900 000;3 400 000;0;3 400 000;;;;;;;;
Régimes sociaux et de retraite;195;07;;Hélicoptères;520 000;460 000;0;460 000;520 000;460 000;0;460 000;;;;;;;;
Régimes sociaux et de retraite;195;09;;Hélicoptères;0;0;0;0;0;0;0;0;;;;;;;;
Régimes sociaux et de retraite;195;10;;Hélicoptères;0;0;0;0;0;0;0;0;;;;;;;;
Régimes sociaux et de retraite;197;01;;Hélicoptères;833 840 000;825 497 543;0;825 497 543;833 840 000;825 497 543;0;825 497 543;;;;;;;;
Régimes sociaux et de retraite;198;03;;Hélicoptères;3 408 820 790;3 362 550 568;0;3 362 550 568;3 408 820 790;3 362 550 568;0;3 362 550 568;;;;;;;;
Régimes sociaux et de retraite;198;04;;Hélicoptères;614 570 179;634 140 000;0;634 140 000;614 570 179;634 140 000;0;634 140 000;;;;;;;;
Régimes sociaux et de retraite;198;05;;Hélicoptères;160 970 000;155 349 031;0;155 349 031;160 970 000;155 349 031;0;155 349 031;;;;;;;;
Relations avec les collectivités territoriales;119;01;;Hélicoptères;709 317 377;710 469 247;0;710 469 247;676 348 998;649 779 990;0;649 779 990;;;;;;;;
Relations avec les collectivités territoriales;119;02;;Hélicoptères;130 308 258;130 308 258;0;130 308 258;130 308 258;130 308 258;0;130 308 258;;;;;;;;
Relations avec les collectivités territoriales;120;01;;Hélicoptères;219 455 969;224 455 969;0;224 455 969;219 455 969;224 455 969;0;224 455 969;;;;;;;;
Relations avec les collectivités territoriales;120;02;;Hélicoptères;268 825 357;269 362 728;0;269 362 728;268 825 357;269 362 728;0;269 362 728;;;;;;;;
Relations avec les collectivités territoriales;121;02;;Hélicoptères;906 132 861;920 946 577;0;920 946 577;906 132 861;920 946 577;0;920 946 577;;;;;;;;
Relations avec les collectivités territoriales;122;01;;Hélicoptères;137 211 357;19 100 000;0;19 100 000;159 083 628;31 105 825;0;31 105 825;;;;;;;;
Relations avec les collectivités territoriales;122;02;;Hélicoptères;2 712 500;2 362 500;0;2 362 500;2 712 500;2 362 500;0;2 362 500;;;;;;;;
Relations avec les collectivités territoriales;122;03;;Hélicoptères;221 497 608;221 547 608;0;221 547 608;221 497 608;221 547 608;0;221 547 608;;;;;;;;
Relations avec les collectivités territoriales;122;04;;Hélicoptères;153 333 122;143 979 389;0;143 979 389;153 333 122;143 979 389;0;143 979 389;;;;;;;;
Remboursements et dégrèvements;200;11;;Hélicoptères;65 050 000 000;63 950 000 000;0;63 950 000 000;65 050 000 000;63 950 000 000;0;63 950 000 000;;;;;;;;
Remboursements et dégrèvements;200;11;01;Impôts sur les sociétés;12 300 000 000;14 032 000 000;0;14 032 000 000;12 300 000 000;14 032 000 000;0;14 032 000 000;;;;;;;;
Remboursements et dégrèvements;200;11;02;Taxe sur la valeur ajoutée;52 400 000 000;49 779 000 000;0;49 779 000 000;52 400 000 000;49 779 000 000;0;49 779 000 000;;;;;;;;
Remboursements et dégrèvements;200;11;03;Plafonnement des impositions directes;350 000 000;0;0;0;350 000 000;0;0;0;;;;;;;;
Remboursements et dégrèvements;200;11;04;Autres remboursements et dégrèvements liés à la mécanique de limpôt;0;139 000 000;0;139 000 000;0;139 000 000;0;139 000 000;;;;;;;;
Remboursements et dégrèvements;200;12;;Autres remboursements et dégrèvements liés à la mécanique de limpôt;6 632 540 000;13 846 300 000;0;13 846 300 000;6 632 540 000;13 846 300 000;0;13 846 300 000;;;;;;;;
Remboursements et dégrèvements;200;12;01;Prime pour l'emploi;1 928 000 000;1 720 000 000;0;1 720 000 000;1 928 000 000;1 720 000 000;0;1 720 000 000;;;;;;;;
Remboursements et dégrèvements;200;12;02;Impôt sur le revenu;1 053 000 000;1 938 000 000;0;1 938 000 000;1 053 000 000;1 938 000 000;0;1 938 000 000;;;;;;;;
Remboursements et dégrèvements;200;12;03;Impôt sur les sociétés;2 400 000 000;8 942 000 000;0;8 942 000 000;2 400 000 000;8 942 000 000;0;8 942 000 000;;;;;;;;
Remboursements et dégrèvements;200;12;04;Taxe intérieure sur les produits pétroliers;704 437 000;715 000 000;0;715 000 000;704 437 000;715 000 000;0;715 000 000;;;;;;;;
Remboursements et dégrèvements;200;12;05;Taxe intérieure de consommation sur le gaz naturel;3 000 000;4 000 000;0;4 000 000;3 000 000;4 000 000;0;4 000 000;;;;;;;;
Remboursements et dégrèvements;200;12;06;Contribution pour l'audiovisuel public;544 103 000;527 300 000;0;527 300 000;544 103 000;527 300 000;0;527 300 000;;;;;;;;
Remboursements et dégrèvements;200;13;;Contribution pour l'audiovisuel public;13 558 051 000;12 826 684 000;0;12 826 684 000;13 558 051 000;12 826 684 000;0;12 826 684 000;;;;;;;;
Remboursements et dégrèvements;200;13;01;Impôts sur le revenu - Dégrèvements et restitution de sommes indûment perçues;2 415 000 000;2 320 014 000;0;2 320 014 000;2 415 000 000;2 320 014 000;0;2 320 014 000;;;;;;;;
Remboursements et dégrèvements;200;13;02;Impôts sur les sociétés - Dégrèvements et restitution de sommes indûment perçues;915 000 000;1 145 000 000;0;1 145 000 000;915 000 000;1 145 000 000;0;1 145 000 000;;;;;;;;
Remboursements et dégrèvements;200;13;03;Autres impôts directs et taxes assimilées - Dégrèvements et restitution de sommes indûment perçues;3 975 000 000;2 966 667 000;0;2 966 667 000;3 975 000 000;2 966 667 000;0;2 966 667 000;;;;;;;;
Remboursements et dégrèvements;200;13;04;Taxe sur la valeur ajoutée - Dégrèvements et restitution de sommes indûment perçues;2 100 000 000;2 300 000 000;0;2 300 000 000;2 100 000 000;2 300 000 000;0;2 300 000 000;;;;;;;;
Remboursements et dégrèvements;200;13;05;Enregistrement, timbre, autres contributions et taxes indirectes - Dégrèvements et restitution de sommes indûment perçues;552 000 000;674 860 000;0;674 860 000;552 000 000;674 860 000;0;674 860 000;;;;;;;;
Remboursements et dégrèvements;200;13;06;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat;720 000 000;577 810 000;0;577 810 000;720 000 000;577 810 000;0;577 810 000;;;;;;;;
Remboursements et dégrèvements;200;13;07;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Admissions en non valeur - Créances liées aux impôts;1 885 000 000;1 970 000 000;0;1 970 000 000;1 885 000 000;1 970 000 000;0;1 970 000 000;;;;;;;;
Remboursements et dégrèvements;200;13;08;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;996 051 000;872 333 000;0;872 333 000;996 051 000;872 333 000;0;872 333 000;;;;;;;;
Remboursements et dégrèvements;201;01;;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;5 979 000 000;6 358 000 000;0;6 358 000 000;5 979 000 000;6 358 000 000;0;6 358 000 000;;;;;;;;
Remboursements et dégrèvements;201;02;;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;856 900 000;912 258 000;0;912 258 000;856 900 000;912 258 000;0;912 258 000;;;;;;;;
Remboursements et dégrèvements;201;03;;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;3 697 000 000;3 641 816 000;0;3 641 816 000;3 697 000 000;3 641 816 000;0;3 641 816 000;;;;;;;;
Remboursements et dégrèvements;201;04;;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;390 000 000;405 000 000;0;405 000 000;390 000 000;405 000 000;0;405 000 000;;;;;;;;
Santé;183;02;;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;588 000 000;605 000 000;0;605 000 000;588 000 000;605 000 000;0;605 000 000;;;;;;;;
Santé;183;03;;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;0;0;0;0;0;0;0;0;;;;;;;;
Santé;204;11;;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;85 015 893;85 899 740;0;85 899 740;85 000 893;85 899 740;0;85 899 740;;;;;;;;
Santé;204;12;;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;26 168 200;25 709 538;0;25 709 538;26 338 200;25 709 538;0;25 709 538;;;;;;;;
Santé;204;13;;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;9 973 000;9 549 923;0;9 549 923;9 973 000;9 549 923;0;9 549 923;;;;;;;;
Santé;204;14;;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;67 016 000;66 308 858;0;66 308 858;66 846 000;66 308 858;0;66 308 858;;;;;;;;
Santé;204;15;;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;21 646 000;21 631 039;0;21 631 039;21 646 000;21 631 039;0;21 631 039;;;;;;;;
Santé;204;16;;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;20 370 000;18 251 188;0;18 251 188;20 370 000;18 251 188;0;18 251 188;;;;;;;;
Santé;204;17;;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;150 368 500;144 861 138;0;144 861 138;150 383 500;144 861 138;0;144 861 138;;;;;;;;
Santé;204;18;;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;149 098 500;130 871 236;0;130 871 236;149 098 500;130 871 236;0;130 871 236;;;;;;;;
Santé;204;19;;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;170 578 337;190 288 576;0;190 288 576;170 578 337;190 288 576;0;190 288 576;;;;;;;;
Sécurités;152;01;;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;3 219 547 904;3 351 245 675;0;3 351 245 675;3 219 547 904;3 351 245 675;0;3 351 245 675;;;;;;;;
Sécurités;152;02;;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;817 399 809;811 276 119;0;811 276 119;817 399 809;811 276 119;0;811 276 119;;;;;;;;
Sécurités;152;03;;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;1 762 847 355;1 797 974 879;0;1 797 974 879;1 762 847 355;1 797 974 879;0;1 797 974 879;;;;;;;;
Sécurités;152;04;;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;1 885 787 654;1 823 016 686;0;1 823 016 686;1 975 103 169;1 898 062 277;0;1 898 062 277;;;;;;;;
Sécurités;152;05;;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;193 406 206;174 803 111;0;174 803 111;193 406 206;174 803 111;0;174 803 111;;;;;;;;
Sécurités;161;11;;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;26 098 832;23 535 983;0;23 535 983;35 986 224;30 648 239;0;30 648 239;;;;;;;;
Sécurités;161;12;;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;250 482 812;428 459 447;0;428 459 447;256 955 632;260 795 244;0;260 795 244;;;;;;;;
Sécurités;161;13;;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;125 297 068;132 139 235;0;132 139 235;140 104 837;141 048 498;0;141 048 498;;;;;;;;
