Gestion;2014;;;;;;;;;;;;;;;;;;;
Type budget;Budget général;;;;;;;;;;;;;;;;;;;
;;;;Données;;;;;;;;;;;;;;;;
Enseignement scolaire;214;07;6;10 000;0;0;0;10 000;0;0;0;;;;;;;;;
Enseignement scolaire;214;08;2;254 262 069;261 095 459;0;261 095 459;254 262 069;261 095 459;0;261 095 459;;;;;;;;;
Enseignement scolaire;214;08;3;389 438 226;380 371 380;0;380 371 380;287 214 060;279 621 380;0;279 621 380;;;;;;;;;
Enseignement scolaire;214;08;5;55 100 000;100 200 000;0;100 200 000;62 200 000;91 300 000;0;91 300 000;;;;;;;;;
Enseignement scolaire;214;08;6;6 011 000;2 500 000;0;2 500 000;13 611 000;7 300 000;0;7 300 000;;;;;;;;;
Enseignement scolaire;214;09;2;162 908 734;167 286 968;0;167 286 968;162 908 734;167 286 968;0;167 286 968;;;;;;;;;
Enseignement scolaire;214;09;3;28 641 019;27 593 618;0;27 593 618;28 641 019;27 593 618;0;27 593 618;;;;;;;;;
Enseignement scolaire;214;10;6;3 822 845;3 322 845;0;3 322 845;3 822 845;3 322 845;0;3 322 845;;;;;;;;;
Enseignement scolaire;230;01;2;972 209 189;991 280 446;0;991 280 446;972 209 189;991 280 446;0;991 280 446;;;;;;;;;
Enseignement scolaire;230;01;3;25 430 000;26 930 000;0;26 930 000;25 430 000;26 930 000;0;26 930 000;;;;;;;;;
Enseignement scolaire;230;01;6;1 298 231 035;1 299 859 838;0;1 299 859 838;1 298 231 035;1 299 859 838;0;1 299 859 838;;;;;;;;;
Enseignement scolaire;230;02;2;449 282 717;455 553 928;0;455 553 928;449 282 717;455 553 928;0;455 553 928;;;;;;;;;
Enseignement scolaire;230;02;3;2 500 000;2 400 000;0;2 400 000;2 500 000;2 400 000;0;2 400 000;;;;;;;;;
Enseignement scolaire;230;02;6;2 790 296;2 790 296;0;2 790 296;2 790 296;2 790 296;0;2 790 296;;;;;;;;;
Enseignement scolaire;230;03;2;256 366 045;268 562 673;0;268 562 673;256 366 045;268 562 673;0;268 562 673;;;;;;;;;
Enseignement scolaire;230;03;3;17 405 500;22 937 220;0;22 937 220;17 405 500;22 937 220;0;22 937 220;;;;;;;;;
Enseignement scolaire;230;03;6;305 127 743;417 534 135;0;417 534 135;305 127 743;417 534 135;0;417 534 135;;;;;;;;;
Enseignement scolaire;230;04;2;158 203 545;160 414 353;0;160 414 353;158 203 545;160 414 353;0;160 414 353;;;;;;;;;
Enseignement scolaire;230;04;3;1 550 000;1 478 240;0;1 478 240;1 550 000;1 478 240;0;1 478 240;;;;;;;;;
Enseignement scolaire;230;04;6;562 448 328;558 124 227;0;558 124 227;562 448 328;558 124 227;0;558 124 227;;;;;;;;;
Enseignement scolaire;230;05;2;40 818 601;41 292 900;0;41 292 900;40 818 601;41 292 900;0;41 292 900;;;;;;;;;
Enseignement scolaire;230;05;6;11 968 499;12 156 443;0;12 156 443;11 968 499;12 156 443;0;12 156 443;;;;;;;;;
Enseignement scolaire;230;06;6;61 233 651;141 545 728;0;141 545 728;78 543 651;74 505 728;0;74 505 728;;;;;;;;;
Enseignement scolaire;408;01;6;0;150 000 000;0;150 000 000;0;150 000 000;0;150 000 000;;;;;;;;;
Gestion des finances publiques et des ressources humaines;148;01;2;250 000;250 000;0;250 000;250 000;250 000;0;250 000;;;;;;;;;
Gestion des finances publiques et des ressources humaines;148;01;3;75 797 562;74 830 750;0;74 830 750;75 797 562;74 830 750;0;74 830 750;;;;;;;;;
Gestion des finances publiques et des ressources humaines;148;01;6;2 631 187;5 936 237;0;5 936 237;2 631 187;5 936 237;0;5 936 237;;;;;;;;;
Gestion des finances publiques et des ressources humaines;148;02;3;112 585 259;108 362 221;0;108 362 221;120 911 156;109 586 551;0;109 586 551;;;;;;;;;
Gestion des finances publiques et des ressources humaines;148;02;5;16 245 567;9 341 070;0;9 341 070;11 784 959;13 557 546;0;13 557 546;;;;;;;;;
Gestion des finances publiques et des ressources humaines;148;02;6;5 682 619;2 129 181;0;2 129 181;5 683 119;2 129 181;0;2 129 181;;;;;;;;;
Gestion des finances publiques et des ressources humaines;156;01;2;91 940 175;92 273 639;0;92 273 639;91 940 175;92 273 639;0;92 273 639;;;;;;;;;
Gestion des finances publiques et des ressources humaines;156;01;3;9 000 000;9 260 000;0;9 260 000;9 000 000;9 260 000;0;9 260 000;;;;;;;;;
Gestion des finances publiques et des ressources humaines;156;02;2;1 737 342 227;1 698 249 832;0;1 698 249 832;1 737 342 227;1 698 249 832;0;1 698 249 832;;;;;;;;;
Gestion des finances publiques et des ressources humaines;156;02;3;60 410 000;59 850 000;0;59 850 000;62 030 000;60 250 000;0;60 250 000;;;;;;;;;
Gestion des finances publiques et des ressources humaines;156;02;5;3 740 000;1 830 000;0;1 830 000;3 100 000;3 100 000;0;3 100 000;;;;;;;;;
Gestion des finances publiques et des ressources humaines;156;03;2;2 213 105 372;2 221 562 609;0;2 221 562 609;2 213 105 372;2 221 562 609;0;2 221 562 609;;;;;;;;;
Gestion des finances publiques et des ressources humaines;156;03;3;77 650 000;83 280 000;0;83 280 000;78 820 000;86 100 000;0;86 100 000;;;;;;;;;
Gestion des finances publiques et des ressources humaines;156;03;5;2 240 000;300 000;0;300 000;2 440 000;1 120 000;0;1 120 000;;;;;;;;;
Gestion des finances publiques et des ressources humaines;156;05;2;755 435 704;730 877 305;0;730 877 305;755 435 704;730 877 305;0;730 877 305;;;;;;;;;
Gestion des finances publiques et des ressources humaines;156;05;3;15 590 000;13 620 000;0;13 620 000;14 990 000;16 400 000;0;16 400 000;;;;;;;;;
Gestion des finances publiques et des ressources humaines;156;05;5;220 000;220 000;0;220 000;410 000;500 000;0;500 000;;;;;;;;;
Gestion des finances publiques et des ressources humaines;156;06;2;61 559 943;57 787 137;0;57 787 137;61 559 943;57 787 137;0;57 787 137;;;;;;;;;
Gestion des finances publiques et des ressources humaines;156;06;3;6 210 000;8 660 000;0;8 660 000;6 020 000;8 670 000;0;8 670 000;;;;;;;;;
Gestion des finances publiques et des ressources humaines;156;06;5;500 000;500 000;0;500 000;500 000;500 000;0;500 000;;;;;;;;;
Gestion des finances publiques et des ressources humaines;156;06;6;612 500;615 000;0;615 000;612 500;615 000;0;615 000;;;;;;;;;
Gestion des finances publiques et des ressources humaines;156;07;2;1 360 932 614;1 347 857 896;0;1 347 857 896;1 360 932 614;1 347 857 896;0;1 347 857 896;;;;;;;;;
Gestion des finances publiques et des ressources humaines;156;07;3;30 730 000;33 450 000;0;33 450 000;33 540 000;28 600 000;0;28 600 000;;;;;;;;;
Gestion des finances publiques et des ressources humaines;156;07;5;1 250 000;1 430 000;0;1 430 000;1 020 000;170 000;0;170 000;;;;;;;;;
Gestion des finances publiques et des ressources humaines;156;08;2;68 900 620;67 064 855;0;67 064 855;68 900 620;67 064 855;0;67 064 855;;;;;;;;;
Gestion des finances publiques et des ressources humaines;156;08;3;1 200 000;500 000;0;500 000;1 200 000;500 000;0;500 000;;;;;;;;;
Gestion des finances publiques et des ressources humaines;156;09;2;978 781 283;952 361 217;0;952 361 217;978 781 283;952 361 217;0;952 361 217;;;;;;;;;
Gestion des finances publiques et des ressources humaines;156;09;3;1 026 657 513;1 155 348 381;0;1 155 348 381;965 659 886;947 673 381;0;947 673 381;;;;;;;;;
Gestion des finances publiques et des ressources humaines;156;09;5;46 392 604;28 970 000;0;28 970 000;66 450 680;29 840 000;0;29 840 000;;;;;;;;;
Gestion des finances publiques et des ressources humaines;156;09;6;121 000;300 000;0;300 000;121 000;300 000;0;300 000;;;;;;;;;
Gestion des finances publiques et des ressources humaines;218;01;2;165 687 254;164 877 385;0;164 877 385;165 687 254;164 877 385;0;164 877 385;;;;;;;;;
Gestion des finances publiques et des ressources humaines;218;01;3;177 060 316;178 162 000;0;178 162 000;177 406 113;177 492 000;0;177 492 000;;;;;;;;;
Gestion des finances publiques et des ressources humaines;218;01;5;3 830 000;3 086 813;0;3 086 813;3 480 000;3 736 813;0;3 736 813;;;;;;;;;
Gestion des finances publiques et des ressources humaines;218;01;7;310 000;310 000;0;310 000;310 000;310 000;0;310 000;;;;;;;;;
Gestion des finances publiques et des ressources humaines;218;02;2;66 443 598;65 116 798;0;65 116 798;66 443 598;65 116 798;0;65 116 798;;;;;;;;;
Gestion des finances publiques et des ressources humaines;218;02;3;301 497;140 000;0;140 000;1 307 610;140 000;0;140 000;;;;;;;;;
Gestion des finances publiques et des ressources humaines;218;03;2;9 109 875;9 024 934;0;9 024 934;9 109 875;9 024 934;0;9 024 934;;;;;;;;;
Gestion des finances publiques et des ressources humaines;218;03;3;6 200 000;6 400 000;0;6 400 000;6 000 000;6 089 800;0;6 089 800;;;;;;;;;
Gestion des finances publiques et des ressources humaines;218;04;2;15 387 424;15 221 035;0;15 221 035;15 387 424;15 221 035;0;15 221 035;;;;;;;;;
Gestion des finances publiques et des ressources humaines;218;04;3;5 500 000;5 150 000;0;5 150 000;5 500 000;4 810 003;0;4 810 003;;;;;;;;;
Gestion des finances publiques et des ressources humaines;218;05;2;166 879 156;188 206 771;0;188 206 771;166 879 156;188 206 771;0;188 206 771;;;;;;;;;
Gestion des finances publiques et des ressources humaines;218;05;3;258 465 237;238 086 261;0;238 086 261;247 443 837;245 100 022;0;245 100 022;;;;;;;;;
Gestion des finances publiques et des ressources humaines;218;05;5;2 190 000;3 100 000;0;3 100 000;1 990 000;2 900 000;0;2 900 000;;;;;;;;;
Gestion des finances publiques et des ressources humaines;218;05;6;15 662 000;6 510 000;0;6 510 000;16 062 000;1 510 000;0;1 510 000;;;;;;;;;
Gestion des finances publiques et des ressources humaines;221;02;2;34 863 049;34 506 096;0;34 506 096;34 863 049;34 506 096;0;34 506 096;;;;;;;;;
Gestion des finances publiques et des ressources humaines;221;02;3;2 074 025;1 900 000;0;1 900 000;2 074 025;1 900 000;0;1 900 000;;;;;;;;;
Gestion des finances publiques et des ressources humaines;221;04;2;0;0;0;0;0;0;0;0;;;;;;;;;
Gestion des finances publiques et des ressources humaines;221;04;3;0;0;0;0;0;0;0;0;;;;;;;;;
Gestion des finances publiques et des ressources humaines;221;04;5;0;0;0;0;0;0;0;0;;;;;;;;;
Gestion des finances publiques et des ressources humaines;221;04;6;0;0;0;0;0;0;0;0;;;;;;;;;
Gestion des finances publiques et des ressources humaines;221;05;2;14 706 062;14 754 329;0;14 754 329;14 706 062;14 754 329;0;14 754 329;;;;;;;;;
Gestion des finances publiques et des ressources humaines;221;05;3;42 411 049;45 786 061;0;45 786 061;45 411 049;45 616 083;0;45 616 083;;;;;;;;;
Gestion des finances publiques et des ressources humaines;221;05;5;27 697 041;33 700 000;0;33 700 000;20 986 690;29 344 978;0;29 344 978;;;;;;;;;
Gestion des finances publiques et des ressources humaines;221;06;2;16 392 819;15 736 380;0;15 736 380;16 392 819;15 736 380;0;15 736 380;;;;;;;;;
Gestion des finances publiques et des ressources humaines;221;06;3;840 358;330 000;0;330 000;739 966;330 000;0;330 000;;;;;;;;;
Gestion des finances publiques et des ressources humaines;221;06;5;45 483 731;61 670 389;0;61 670 389;50 823 886;65 246 462;0;65 246 462;;;;;;;;;
Gestion des finances publiques et des ressources humaines;221;07;2;12 767 002;12 591 816;0;12 591 816;12 767 002;12 591 816;0;12 591 816;;;;;;;;;
Gestion des finances publiques et des ressources humaines;221;07;3;150 191;146 006;0;146 006;150 191;146 006;0;146 006;;;;;;;;;
Gestion des finances publiques et des ressources humaines;221;08;2;6 125 330;6 250 861;0;6 250 861;6 125 330;6 250 861;0;6 250 861;;;;;;;;;
Gestion des finances publiques et des ressources humaines;221;08;3;3 646 963;3 400 000;0;3 400 000;4 346 963;4 138 367;0;4 138 367;;;;;;;;;
Gestion des finances publiques et des ressources humaines;302;01;2;409 396 603;411 178 053;0;411 178 053;409 396 603;411 178 053;0;411 178 053;;;;;;;;;
Gestion des finances publiques et des ressources humaines;302;01;3;34 797 230;34 079 474;0;34 079 474;34 797 230;34 079 474;0;34 079 474;;;;;;;;;
Gestion des finances publiques et des ressources humaines;302;01;5;6 300 000;6 900 000;0;6 900 000;8 300 000;5 700 000;0;5 700 000;;;;;;;;;
Gestion des finances publiques et des ressources humaines;302;03;2;129 528 589;130 361 201;0;130 361 201;129 528 589;130 361 201;0;130 361 201;;;;;;;;;
Gestion des finances publiques et des ressources humaines;302;03;3;24 380 254;23 068 868;0;23 068 868;24 380 254;23 068 868;0;23 068 868;;;;;;;;;
Gestion des finances publiques et des ressources humaines;302;03;5;41 360 000;63 849 144;0;63 849 144;33 095 172;41 360 000;0;41 360 000;;;;;;;;;
Gestion des finances publiques et des ressources humaines;302;04;2;222 914 757;222 427 708;0;222 427 708;222 914 757;222 427 708;0;222 427 708;;;;;;;;;
Gestion des finances publiques et des ressources humaines;302;04;3;20 753 650;20 083 099;0;20 083 099;20 753 650;20 083 099;0;20 083 099;;;;;;;;;
Gestion des finances publiques et des ressources humaines;302;04;5;2 830 000;2 300 000;0;2 300 000;2 830 000;2 660 000;0;2 660 000;;;;;;;;;
Gestion des finances publiques et des ressources humaines;302;05;2;145 695 082;147 539 545;0;147 539 545;145 695 082;147 539 545;0;147 539 545;;;;;;;;;
Gestion des finances publiques et des ressources humaines;302;05;3;10 041 458;9 647 703;0;9 647 703;10 041 458;9 647 703;0;9 647 703;;;;;;;;;
Gestion des finances publiques et des ressources humaines;302;05;5;1 550 000;1 360 000;0;1 360 000;1 550 000;1 200 000;0;1 200 000;;;;;;;;;
Gestion des finances publiques et des ressources humaines;302;05;6;263 580 000;259 180 000;0;259 180 000;263 580 000;259 180 000;0;259 180 000;;;;;;;;;
Gestion des finances publiques et des ressources humaines;302;06;2;223 938 814;224 637 466;0;224 637 466;223 938 814;224 637 466;0;224 637 466;;;;;;;;;
Gestion des finances publiques et des ressources humaines;302;06;3;55 856 878;65 205 556;0;65 205 556;55 856 878;54 005 856;0;54 005 856;;;;;;;;;
Gestion des finances publiques et des ressources humaines;302;06;5;7 960 000;9 690 000;0;9 690 000;8 824 828;9 120 000;0;9 120 000;;;;;;;;;
Gestion des finances publiques et des ressources humaines;302;06;6;1 600 000;1 100 000;0;1 100 000;1 600 000;1 100 000;0;1 100 000;;;;;;;;;
Gestion des finances publiques et des ressources humaines;309;02;3;20 500 000;6 588 235;0;6 588 235;20 500 000;7 000 000;0;7 000 000;;;;;;;;;
Gestion des finances publiques et des ressources humaines;309;03;3;2 050 000;1 317 647;0;1 317 647;2 050 000;1 400 000;0;1 400 000;;;;;;;;;
Gestion des finances publiques et des ressources humaines;309;03;5;0;564 706;0;564 706;0;600 000;0;600 000;;;;;;;;;
Gestion des finances publiques et des ressources humaines;309;04;3;33 962 500;30 400 000;0;30 400 000;29 212 500;32 300 000;0;32 300 000;;;;;;;;;
Gestion des finances publiques et des ressources humaines;309;04;5;1 787 500;1 600 000;0;1 600 000;1 537 500;1 700 000;0;1 700 000;;;;;;;;;
Gestion des finances publiques et des ressources humaines;309;05;3;12 750 000;16 470 588;0;16 470 588;10 250 000;17 500 000;0;17 500 000;;;;;;;;;
Gestion des finances publiques et des ressources humaines;309;05;5;12 750 000;7 058 824;0;7 058 824;10 250 000;7 500 000;0;7 500 000;;;;;;;;;
Gestion des finances publiques et des ressources humaines;309;06;3;26 240 000;24 000 000;0;24 000 000;26 240 000;25 500 000;0;25 500 000;;;;;;;;;
Gestion des finances publiques et des ressources humaines;309;06;5;104 090 000;72 000 000;0;72 000 000;104 090 000;76 500 000;0;76 500 000;;;;;;;;;
Immigration, asile et intégration;104;11;3;11 600 000;11 170 000;0;11 170 000;11 600 000;11 170 000;0;11 170 000;;;;;;;;;
Immigration, asile et intégration;104;11;6;10 000;0;0;0;10 000;0;0;0;;;;;;;;;
Immigration, asile et intégration;104;12;3;2 600 000;2 450 000;0;2 450 000;2 600 000;2 450 000;0;2 450 000;;;;;;;;;
Immigration, asile et intégration;104;12;6;35 976 000;32 500 000;0;32 500 000;35 976 000;32 500 000;0;32 500 000;;;;;;;;;
Immigration, asile et intégration;104;14;3;1 136 500;1 256 500;0;1 256 500;1 700 000;1 820 000;0;1 820 000;;;;;;;;;
Immigration, asile et intégration;104;15;6;14 300 000;14 360 000;0;14 360 000;14 300 000;14 360 000;0;14 360 000;;;;;;;;;
Immigration, asile et intégration;303;01;3;1 500 000;1 490 000;0;1 490 000;1 500 000;1 490 000;0;1 490 000;;;;;;;;;
Immigration, asile et intégration;303;01;6;47 500;0;0;0;47 500;0;0;0;;;;;;;;;
Immigration, asile et intégration;303;02;3;37 100 000;39 300 000;0;39 300 000;37 100 000;39 300 000;0;39 300 000;;;;;;;;;
Immigration, asile et intégration;303;02;6;464 040 000;464 430 000;0;464 430 000;464 040 000;464 430 000;0;464 430 000;;;;;;;;;
Immigration, asile et intégration;303;03;3;50 160 000;46 700 000;0;46 700 000;50 160 000;46 700 000;0;46 700 000;;;;;;;;;
Immigration, asile et intégration;303;03;5;5 100 000;2 710 000;0;2 710 000;11 594 000;12 711 000;0;12 711 000;;;;;;;;;
Immigration, asile et intégration;303;03;6;14 000 000;14 000 000;0;14 000 000;14 000 000;14 000 000;0;14 000 000;;;;;;;;;
Immigration, asile et intégration;303;04;3;21 720 000;21 670 000;0;21 670 000;23 026 000;22 469 000;0;22 469 000;;;;;;;;;
Immigration, asile et intégration;303;04;5;3 000 000;1 500 000;0;1 500 000;3 000 000;1 500 000;0;1 500 000;;;;;;;;;
Immigration, asile et intégration;303;04;6;6 000;0;0;0;6 000;0;0;0;;;;;;;;;
Justice;101;01;6;318 195 654;347 200 000;0;347 200 000;318 195 654;347 200 000;0;347 200 000;;;;;;;;;
Justice;101;02;3;332 000;332 000;0;332 000;332 000;332 000;0;332 000;;;;;;;;;
Justice;101;02;6;5 038 000;5 023 000;0;5 023 000;5 038 000;5 023 000;0;5 023 000;;;;;;;;;
Justice;101;03;3;0;780 000;0;780 000;0;780 000;0;780 000;;;;;;;;;
Justice;101;03;6;12 856 200;12 915 000;0;12 915 000;12 856 200;12 915 000;0;12 915 000;;;;;;;;;
Justice;101;04;6;3 250 750;3 245 000;0;3 245 000;3 250 750;3 245 000;0;3 245 000;;;;;;;;;
Justice;107;01;2;1 413 554 380;1 447 590 312;0;1 447 590 312;1 413 554 380;1 447 590 312;0;1 447 590 312;;;;;;;;;
Justice;107;01;3;148 900 000;147 400 000;0;147 400 000;151 900 000;150 400 000;0;150 400 000;;;;;;;;;
Justice;107;01;5;306 396 052;168 900 000;0;168 900 000;368 860 000;356 510 000;0;356 510 000;;;;;;;;;
Justice;107;01;6;9 403 948;390 000;0;390 000;12 040 000;490 000;0;490 000;;;;;;;;;
Justice;107;02;2;381 894 513;391 819 044;0;391 819 044;381 894 513;391 819 044;0;391 819 044;;;;;;;;;
Justice;107;02;3;272 197 961;331 100 000;0;331 100 000;514 297 961;534 500 000;0;534 500 000;;;;;;;;;
Justice;107;02;6;96 608 100;98 900 000;0;98 900 000;96 608 100;98 900 000;0;98 900 000;;;;;;;;;
Justice;107;04;2;171 827 350;177 406 437;0;177 406 437;171 827 350;177 406 437;0;177 406 437;;;;;;;;;
Justice;107;04;3;83 574 679;86 296 254;0;86 296 254;81 546 655;79 316 966;0;79 316 966;;;;;;;;;
Justice;107;04;6;2 000;0;0;0;2 000;0;0;0;;;;;;;;;
Justice;166;01;2;889 229 833;885 847 158;0;885 847 158;889 229 833;885 847 158;0;885 847 158;;;;;;;;;
Justice;166;01;3;63 620 384;64 990 000;0;64 990 000;63 633 242;64 990 000;0;64 990 000;;;;;;;;;
Justice;166;02;2;737 079 083;742 561 026;0;742 561 026;737 079 083;742 561 026;0;742 561 026;;;;;;;;;
Justice;166;02;3;270 237 056;261 800 000;0;261 800 000;270 291 671;261 800 000;0;261 800 000;;;;;;;;;
Justice;166;03;2;58 376 960;58 498 164;0;58 498 164;58 376 960;58 498 164;0;58 498 164;;;;;;;;;
Justice;166;03;3;125 000;10 000;0;10 000;125 000;10 000;0;10 000;;;;;;;;;
Justice;166;05;2;12 516 320;12 221 089;0;12 221 089;12 516 320;12 221 089;0;12 221 089;;;;;;;;;
Justice;166;05;3;1 500 000;0;0;0;1 500 000;0;0;0;;;;;;;;;
Justice;166;06;2;356 969 971;350 532 017;0;350 532 017;356 969 971;350 532 017;0;350 532 017;;;;;;;;;
Justice;166;06;3;377 069 215;461 408 229;0;461 408 229;377 145 693;428 609 876;0;428 609 876;;;;;;;;;
Justice;166;06;5;64 817 714;204 800 000;0;204 800 000;124 973 763;165 800 000;0;165 800 000;;;;;;;;;
Justice;166;06;6;61 169 188;4 030 215;0;4 030 215;61 169 188;4 030 215;0;4 030 215;;;;;;;;;
Justice;166;07;2;54 987 072;82 084 451;0;82 084 451;54 987 072;82 084 451;0;82 084 451;;;;;;;;;
Justice;166;07;3;27 140 000;29 502 650;0;29 502 650;27 140 000;29 502 650;0;29 502 650;;;;;;;;;
Justice;166;08;2;30 567 153;30 051 414;0;30 051 414;30 567 153;30 051 414;0;30 051 414;;;;;;;;;
Justice;182;01;2;353 575 644;355 562 552;0;355 562 552;353 575 644;355 562 552;0;355 562 552;;;;;;;;;
Justice;182;01;3;240 245 119;283 484 057;0;283 484 057;226 009 789;281 129 644;0;281 129 644;;;;;;;;;
Justice;182;01;5;10 937 500;11 400 000;0;11 400 000;20 937 500;18 400 000;0;18 400 000;;;;;;;;;
Justice;182;01;6;1 629 215;2 420 593;0;2 420 593;1 629 215;2 420 593;0;2 420 593;;;;;;;;;
Justice;182;03;2;65 943 006;79 321 805;0;79 321 805;65 943 006;79 321 805;0;79 321 805;;;;;;;;;
Justice;182;03;3;19 086 164;18 259 388;0;18 259 388;17 381 494;17 613 801;0;17 613 801;;;;;;;;;
Justice;182;03;5;2 267 000;1 800 000;0;1 800 000;2 267 000;1 800 000;0;1 800 000;;;;;;;;;
Justice;182;03;6;1 485 785;0;0;0;1 485 785;0;0;0;;;;;;;;;
Justice;182;04;2;22 711 962;20 748 148;0;20 748 148;22 711 962;20 748 148;0;20 748 148;;;;;;;;;
Justice;182;04;3;8 497 991;8 273 946;0;8 273 946;8 497 991;8 273 946;0;8 273 946;;;;;;;;;
Justice;182;04;5;6 825;0;0;0;6 825;0;0;0;;;;;;;;;
Justice;182;05;3;73 513 999;0;0;0;69 453 999;0;0;0;;;;;;;;;
Justice;310;01;2;8 616 301;8 259 299;0;8 259 299;8 616 301;8 259 299;0;8 259 299;;;;;;;;;
Justice;310;01;3;871 615;780 000;0;780 000;871 681;780 000;0;780 000;;;;;;;;;
Justice;310;01;6;530 000;625 000;0;625 000;530 000;625 000;0;625 000;;;;;;;;;
Justice;310;02;2;21 568 998;22 786 373;0;22 786 373;21 568 998;22 786 373;0;22 786 373;;;;;;;;;
Justice;310;03;2;10 507 064;13 497 735;0;13 497 735;10 507 064;13 497 735;0;13 497 735;;;;;;;;;
Justice;310;03;3;1 057 023;1 070 000;0;1 070 000;1 057 081;1 070 000;0;1 070 000;;;;;;;;;
Justice;310;03;6;225 000;165 000;0;165 000;225 000;165 000;0;165 000;;;;;;;;;
Justice;310;04;2;45 667 656;50 341 442;0;50 341 442;45 667 656;50 341 442;0;50 341 442;;;;;;;;;
Justice;310;04;3;50 787 713;150 693 927;0;150 693 927;58 133 172;56 381 117;0;56 381 117;;;;;;;;;
Justice;310;04;6;224 800;250 000;0;250 000;224 800;250 000;0;250 000;;;;;;;;;
Justice;310;09;2;23 972 358;25 446 358;0;25 446 358;23 972 358;25 446 358;0;25 446 358;;;;;;;;;
Justice;310;09;3;57 361 429;55 200 000;0;55 200 000;57 364 131;55 200 000;0;55 200 000;;;;;;;;;
Justice;310;09;5;39 249 333;40 224 150;0;40 224 150;35 340 445;41 424 150;0;41 424 150;;;;;;;;;
Justice;310;10;2;13 838 149;13 072 237;0;13 072 237;13 838 149;13 072 237;0;13 072 237;;;;;;;;;
Justice;310;10;3;22 346 018;22 400 000;0;22 400 000;22 347 070;22 400 000;0;22 400 000;;;;;;;;;
Justice;335;01;2;2 731 228;2 791 851;0;2 791 851;2 731 228;2 791 851;0;2 791 851;;;;;;;;;
Justice;335;01;3;5 724 918;1 003 784;0;1 003 784;1 916 332;1 392 925;0;1 392 925;;;;;;;;;
Médias, livre et industries culturelles;115;01;6;148 917 827;75 904 521;0;75 904 521;148 917 827;75 904 521;0;75 904 521;;;;;;;;;
Médias, livre et industries culturelles;115;02;6;0;76 233 306;0;76 233 306;0;76 233 306;0;76 233 306;;;;;;;;;
Médias, livre et industries culturelles;180;01;3;119 621 014;123 001 014;0;123 001 014;119 621 014;123 001 014;0;123 001 014;;;;;;;;;
Médias, livre et industries culturelles;180;01;6;0;0;0;0;0;0;0;0;;;;;;;;;
Médias, livre et industries culturelles;180;02;6;145 780 620;135 075 000;0;135 075 000;145 780 620;135 075 000;0;135 075 000;;;;;;;;;
Médias, livre et industries culturelles;313;01;6;255 864 864;114 699 929;0;114 699 929;255 864 864;114 699 929;0;114 699 929;;;;;;;;;
Médias, livre et industries culturelles;313;03;3;116 000;115 200;0;115 200;116 000;115 200;0;115 200;;;;;;;;;
Médias, livre et industries culturelles;313;03;6;29 042 680;28 684 800;0;28 684 800;29 042 680;28 684 800;0;28 684 800;;;;;;;;;
Médias, livre et industries culturelles;334;01;3;210 258 292;195 753 141;0;195 753 141;210 258 292;195 753 141;0;195 753 141;;;;;;;;;
Médias, livre et industries culturelles;334;01;5;6 811 900;63 962 000;0;63 962 000;14 195 900;10 168 100;0;10 168 100;;;;;;;;;
Médias, livre et industries culturelles;334;01;6;30 636 478;30 788 608;0;30 788 608;30 636 478;30 788 608;0;30 788 608;;;;;;;;;
Médias, livre et industries culturelles;334;01;7;0;14 998 651;0;14 998 651;0;14 998 651;0;14 998 651;;;;;;;;;
Médias, livre et industries culturelles;334;02;6;12 403 500;10 481 000;0;10 481 000;12 403 500;10 481 000;0;10 481 000;;;;;;;;;
Outre-mer;123;01;3;1 000 000;1 000 000;0;1 000 000;1 000 000;1 000 000;0;1 000 000;;;;;;;;;
Outre-mer;123;01;6;271 758 664;271 758 664;0;271 758 664;226 009 777;244 000 000;0;244 000 000;;;;;;;;;
Outre-mer;123;02;3;100 000;100 000;0;100 000;100 000;100 000;0;100 000;;;;;;;;;
Outre-mer;123;02;6;184 765 400;146 764 843;0;146 764 843;164 815 400;164 210 000;0;164 210 000;;;;;;;;;
Outre-mer;123;03;6;51 450 000;51 450 000;0;51 450 000;51 450 000;51 450 000;0;51 450 000;;;;;;;;;
Outre-mer;123;04;6;5 507 183;4 803 807;0;4 803 807;5 507 183;5 203 807;0;5 203 807;;;;;;;;;
Outre-mer;123;06;3;526 314;526 314;0;526 314;526 314;526 314;0;526 314;;;;;;;;;
Outre-mer;123;06;6;187 327 145;185 629 738;0;185 629 738;160 901 352;171 168 093;0;171 168 093;;;;;;;;;
Outre-mer;123;07;3;100 000;100 000;0;100 000;100 000;100 000;0;100 000;;;;;;;;;
Outre-mer;123;07;6;1 870 770;1 820 100;0;1 820 100;1 870 770;1 820 100;0;1 820 100;;;;;;;;;
Outre-mer;123;08;6;50 000 000;50 000 000;0;50 000 000;25 900 000;25 900 000;0;25 900 000;;;;;;;;;
Outre-mer;123;09;6;30 000 000;30 000 000;0;30 000 000;7 461 788;7 225 834;0;7 225 834;;;;;;;;;
Outre-mer;138;01;6;1 164 545 556;1 156 249 559;0;1 156 249 559;1 164 545 556;1 147 749 559;0;1 147 749 559;;;;;;;;;
Outre-mer;138;02;2;137 654 673;144 876 834;0;144 876 834;137 654 673;144 876 834;0;144 876 834;;;;;;;;;
Outre-mer;138;02;3;41 494 000;42 094 000;0;42 094 000;41 494 000;42 094 000;0;42 094 000;;;;;;;;;
Outre-mer;138;02;5;28 412 000;29 000 000;0;29 000 000;17 800 000;21 201 500;0;21 201 500;;;;;;;;;
